,Tm,Lg,Fld%,Rdrs,Season,RAA,WAA,RAR,WAR,Salary,Acquired,BA,OBP,SLG,OPS,OPS+,Bat,Pos_C,Pos_1B,Pos_2B,Pos_3B,Pos_SS,Pos_OF,Num_Pos,R/AB,2B/AB,3B/AB,HR/AB,RBI/AB,BB/PA,SB - CS,BB - SO,E/Def-Inn,DP/Def-Inn,cluster
1798,OAK,AL,0.994,9,2014,8,1.0,17,1.9,1145000.0,Traded,0.254,0.319,0.289,0.608,76.0,R,0,0,0,0,0,1,1,0.16379310344827586,0.02586206896551724,0.004310344827586207,0.0,0.05172413793103448,0.06589147286821706,18,-27,0.0017857142857142857,0.0035714285714285713,2
1799,KCR,AL,0.979,-1,2014,-1,-0.1,0,0.0,508575.0,Amateur Draft,0.216,0.268,0.324,0.593,65.0,R,0,0,1,0,0,0,1,0.21621621621621623,0.02702702702702703,0.0,0.02702702702702703,0.13513513513513514,0.024390243902439025,-1,-4,0.010869565217391304,0.05434782608695652,2
1800,CHW,AL,0.961,-12,2014,-2,0.0,16,1.7,512000.0,Traded,0.282,0.336,0.416,0.752,115.0,L,0,0,0,1,0,0,1,0.10775862068965517,0.0668103448275862,0.010775862068965518,0.015086206896551725,0.12284482758620689,0.07114624505928854,-4,-42,0.011286681715575621,0.024454477050413845,3
1801,TOR,AL,0.996,6,2014,-5,-0.5,2,0.2,501900.0,Amateur Draft,0.188,0.209,0.271,0.479,35.0,L,0,0,1,0,1,0,2,0.07734806629834254,0.03314917127071823,0.016574585635359115,0.0055248618784530384,0.08287292817679558,0.025906735751295335,-1,-37,0.002074688796680498,0.06016597510373444,2
1802,ARI,NL,0.993,2,2014,31,3.3,46,4.7,1100000.0,Amateur Draft,0.3,0.396,0.542,0.938,158.0,R,0,1,0,0,0,0,1,0.18472906403940886,0.0960591133004926,0.0024630541871921183,0.046798029556650245,0.16995073891625614,0.1336116910229645,6,-46,0.007245626746713591,0.08591243142531829,1
1803,MULTIPLE,AL,0.969,-6,2014,-16,-1.7,-5,-0.6,5000000.0,Free Agency,0.234,0.327,0.33,0.657,86.0,R,0,0,0,0,0,1,1,0.10256410256410256,0.029304029304029304,0.0,0.02197802197802198,0.13553113553113552,0.10903426791277258,0,-53,0.0063371356147021544,0.0,2
1804,CLE,AL,0.988,9,2014,19,2.3,38,4.1,550000.0,Traded,0.278,0.313,0.472,0.785,117.0,R,1,0,0,0,0,0,1,0.12577319587628866,0.05154639175257732,0.006185567010309278,0.04329896907216495,0.15257731958762888,0.04633204633204633,0,-96,0.012939001848428836,0.00831792975970425,1
1805,MIL,NL,0.986,1,2014,27,2.7,47,4.7,7000000.0,Traded,0.284,0.356,0.477,0.833,129.0,R,0,0,0,0,0,1,1,0.16550522648083624,0.059233449477351915,0.006968641114982578,0.04006968641114982,0.12717770034843207,0.07298136645962733,22,-94,0.003939489442168295,0.001575795776867318,1
1806,LAD,NL,0.996,15,2014,22,2.2,43,4.4,21000000.0,Traded,0.276,0.335,0.482,0.817,131.0,L,0,1,0,0,0,0,1,0.1404399323181049,0.06937394247038917,0.0,0.04568527918781726,0.19627749576988154,0.08484848484848485,0,-56,0.004527960153950646,0.08904988302769602,1
1807,DET,AL,0.903,-4,2014,-6,-0.6,-5,-0.5,1100000.0,Traded,0.167,0.219,0.233,0.452,28.0,R,0,0,0,1,1,0,2,0.13333333333333333,0.0,0.03333333333333333,0.0,0.06666666666666667,0.0625,0,-2,0.041039671682626545,0.06839945280437756,0
1808,COL,NL,0.99,-3,2014,-11,-1.4,-2,-0.5,10500000.0,Traded,0.238,0.292,0.431,0.723,88.0,L,0,0,0,0,0,1,1,0.1346153846153846,0.057692307692307696,0.0038461538461538464,0.04230769230769231,0.14615384615384616,0.06761565836298933,3,-51,0.0019040365575019038,0.0019040365575019038,3
1809,HOU,AL,0.976,-3,2014,1,0.3,13,1.3,504500.0,Traded,0.277,0.327,0.4,0.727,106.0,S,0,1,1,1,1,1,5,0.11578947368421053,0.05263157894736842,0.0035087719298245615,0.021052631578947368,0.08070175438596491,0.054838709677419356,-2,-41,0.011297839288236125,0.057901426352210135,2
1810,KCR,AL,0.994,22,2014,32,3.8,55,6.1,10000000.0,Amateur Draft,0.266,0.351,0.432,0.783,118.0,L,0,0,0,0,0,1,1,0.15452930728241562,0.06039076376554174,0.0017761989342806395,0.03374777975133215,0.13143872113676733,0.10108864696734059,9,-61,0.0014575134819997085,0.0,1
1811,ARI,NL,0.996,-1,2014,-4,-0.5,0,-0.1,502000.0,Free Agency,0.225,0.242,0.31,0.553,53.0,R,1,0,0,0,0,0,1,0.046511627906976744,0.06201550387596899,0.0,0.007751937984496124,0.05426356589147287,0.022727272727272728,0,-21,0.0035448422545196734,0.0035448422545196734,2
1812,SDP,NL,0.991,-4,2014,-2,-0.3,13,1.1,792000.0,Traded,0.225,0.327,0.401,0.728,111.0,S,1,1,0,0,0,0,2,0.1246684350132626,0.050397877984084884,0.002652519893899204,0.03978779840848806,0.129973474801061,0.1309255079006772,3,-57,0.00779336450679136,0.02449343130705856,3
1813,NYM,NL,0.994,-5,2014,-6,-0.9,16,1.2,13000000.0,Free Agency,0.227,0.326,0.388,0.714,105.0,L,0,0,0,0,0,1,1,0.12943262411347517,0.047872340425531915,0.0035460992907801418,0.03546099290780142,0.11702127659574468,0.12079510703363915,6,-62,0.00150591069949552,0.00075295534974776,3
1814,LAA,AL,1.0,-1,2014,-4,-0.4,-1,-0.1,502250.0,Traded,0.273,0.282,0.354,0.635,83.0,R,0,1,1,1,1,1,5,0.0707070707070707,0.050505050505050504,0.0,0.010101010101010102,0.1111111111111111,0.019417475728155338,-3,-18,0.0,0.033783783783783786,2
1815,ARI,NL,0.982,3,2014,4,0.3,14,1.3,506500.0,Traded,0.226,0.29,0.363,0.653,81.0,L,0,0,1,1,1,0,3,0.12962962962962962,0.03333333333333333,0.018518518518518517,0.022222222222222223,0.1,0.07357859531772576,3,-30,0.008953887479480675,0.06267721235636473,2
1816,HOU,AL,0.984,6,2014,0,0.1,15,1.6,504500.0,Traded,0.233,0.337,0.333,0.67,92.0,S,0,0,0,0,0,1,1,0.11666666666666667,0.03888888888888889,0.005555555555555556,0.016666666666666666,0.10277777777777777,0.13033175355450238,6,-50,0.003468208092485549,0.0011560693641618498,3
1817,LAD,NL,1.0,-1,2014,-3,-0.4,-3,-0.3,4000000.0,Amateur Free Agent,0.077,0.077,0.077,0.154,-56.0,R,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,-6,0.0,0.0,0
1818,TBR,AL,1.0,3,2014,5,0.7,16,1.7,501200.0,Traded,0.266,0.334,0.367,0.701,102.0,R,0,0,0,0,0,1,1,0.14285714285714285,0.05791505791505792,0.003861003861003861,0.011583011583011582,0.10038610038610038,0.05442176870748299,5,-36,0.0,0.0,3
1819,HOU,AL,0.994,1,2014,-13,-1.4,-6,-0.7,1300000.0,Traded,0.188,0.272,0.248,0.52,49.0,R,0,1,0,1,0,1,3,0.06060606060606061,0.024242424242424242,0.0,0.012121212121212121,0.05454545454545454,0.10326086956521739,3,-33,0.005662514156285391,0.08210645526613816,2
1820,PHI,NL,1.0,-4,2014,-11,-1.3,-7,-0.9,900000.0,Free Agency,0.152,0.264,0.19,0.455,30.0,L,0,0,0,0,0,1,1,0.13333333333333333,0.01904761904761905,0.009523809523809525,0.0,0.02857142857142857,0.11811023622047244,3,-8,0.0,0.005288207297726071,0
1821,SDP,NL,0.977,-9,2014,-16,-1.9,-1,-0.5,510900.0,Amateur Draft,0.21,0.28,0.333,0.612,78.0,R,0,0,1,0,0,0,1,0.0925,0.0425,0.0025,0.025,0.1275,0.08126410835214447,1,-64,0.01156555567237935,0.06308484912206919,2
1822,WSN,NL,0.926,-1,2014,-8,-1.0,-6,-0.7,2500000.0,Traded,0.208,0.253,0.299,0.552,52.0,R,0,0,0,0,0,1,1,0.07792207792207792,0.05194805194805195,0.0,0.012987012987012988,0.1038961038961039,0.04597701149425287,0,-22,0.022222222222222223,0.0,2
1823,CIN,NL,0.994,14,2014,7,0.6,26,2.5,500000.0,Amateur Draft,0.25,0.292,0.355,0.648,81.0,R,0,0,0,0,0,1,1,0.12788632326820604,0.04440497335701599,0.014209591474245116,0.010657193605683837,0.0852575488454707,0.05564648117839607,33,-83,0.0016679176048703195,0.0025018764073054794,3
1824,LAA,AL,0.972,-1,2014,-1,0.1,13,1.4,17000000.0,Free Agency,0.263,0.331,0.414,0.745,115.0,L,0,0,0,0,0,1,1,0.12721893491124261,0.0621301775147929,0.0,0.029585798816568046,0.1301775147928994,0.08398950131233596,0,-76,0.007482789583956899,0.0014965579167913797,3
1825,TBR,AL,0.998,3,2014,3,0.5,13,1.4,2750000.0,Traded,0.218,0.318,0.324,0.642,86.0,R,1,0,0,0,0,0,1,0.08,0.04,0.0,0.022222222222222223,0.1511111111111111,0.11787072243346007,1,-8,0.0016578249336870025,0.008289124668435012,2
1826,CIN,NL,0.985,0,2014,-5,-0.6,-3,-0.4,1000000.0,Free Agency,0.188,0.22,0.25,0.47,32.0,L,0,1,0,0,0,0,1,0.0625,0.0625,0.0,0.0,0.041666666666666664,0.04,0,-15,0.013477088948787061,0.09433962264150943,0
1827,BAL,AL,0.978,9,2014,8,1.1,28,3.1,7000000.0,Traded,0.268,0.309,0.372,0.682,91.0,R,0,0,0,0,1,0,1,0.10586011342155009,0.052930056710775046,0.0,0.017013232514177693,0.09829867674858223,0.050966608084358524,0,-75,0.010342084327764518,0.07875894988066826,3
1828,WSN,NL,0.978,-1,2014,-1,-0.2,12,1.0,2150000.0,Amateur Draft,0.273,0.344,0.423,0.768,111.0,L,0,0,0,0,0,1,1,0.11647727272727272,0.028409090909090908,0.005681818181818182,0.036931818181818184,0.09090909090909091,0.09620253164556962,0,-66,0.004755677089525621,0.0,3
1829,PIT,NL,0.983,16,2014,36,3.9,54,5.6,513000.0,Traded,0.315,0.347,0.49,0.837,133.0,R,0,0,1,1,1,1,4,0.14807692307692308,0.07307692307692308,0.013461538461538462,0.025,0.1,0.04,11,-59,0.005842259006815969,0.029211295034079845,1
1830,SEA,AL,0.966,-1,2014,-13,-1.4,-4,-0.5,6000000.0,Free Agency,0.203,0.271,0.319,0.59,71.0,R,0,1,0,0,0,1,2,0.07327586206896551,0.03879310344827586,0.0,0.02586206896551724,0.09051724137931035,0.06274509803921569,2,-43,0.014084507042253521,0.014084507042253521,2
1831,KCR,AL,1.0,-6,2014,-9,-1.0,-7,-0.8,630000.0,Waivers,0.135,0.151,0.212,0.362,0.0,R,1,0,0,0,0,0,1,0.057692307692307696,0.019230769230769232,0.0,0.019230769230769232,0.038461538461538464,0.018867924528301886,0,-11,0.0,0.013986013986013986,0
1832,MULTIPLE,MLB,0.976,14,2014,17,1.8,35,3.6,10525000.0,Traded,0.243,0.328,0.372,0.7,102.0,S,0,1,0,1,0,0,2,0.11702127659574468,0.0425531914893617,0.002127659574468085,0.027659574468085105,0.10425531914893617,0.096045197740113,4,-71,0.007921140644252773,0.027283928885759548,3
1833,MIA,NL,0.979,0,2014,-4,-0.6,15,1.2,2200000.0,Traded,0.276,0.308,0.356,0.664,86.0,R,0,0,0,0,1,0,1,0.09888059701492537,0.03731343283582089,0.018656716417910446,0.0018656716417910447,0.06343283582089553,0.04529616724738676,2,-60,0.01081749343223613,0.06722299490032452,2
1834,CIN,NL,1.0,8,2014,0,-0.1,10,0.9,1760000.0,Amateur Draft,0.222,0.265,0.378,0.643,79.0,R,0,0,0,0,0,1,1,0.12363636363636364,0.05454545454545454,0.007272727272727273,0.02909090909090909,0.08,0.05016722408026756,7,-49,0.0,0.0,2
1835,PHI,NL,0.959,-6,2014,-9,-1.1,-5,-0.7,500000.0,Amateur Free Agent,0.237,0.29,0.281,0.571,61.0,S,0,0,1,1,1,0,3,0.11403508771929824,0.017543859649122806,0.0,0.008771929824561403,0.03508771929824561,0.072,0,-24,0.014763779527559057,0.024606299212598427,2
1836,MIL,NL,0.964,-4,2014,-8,-1.0,-4,-0.5,500000.0,Waivers,0.274,0.288,0.341,0.629,74.0,S,0,0,1,1,1,1,4,0.1037037037037037,0.05185185185185185,0.007407407407407408,0.0,0.037037037037037035,0.02142857142857143,3,-33,0.01328462304882099,0.02656924609764198,2
1837,BOS,AL,0.989,0,2014,-4,-0.4,-1,-0.1,1300000.0,Traded,0.233,0.307,0.289,0.596,68.0,S,0,1,1,1,1,0,4,0.1111111111111111,0.011111111111111112,0.022222222222222223,0.0,0.1,0.0673076923076923,-2,-17,0.004235493434985176,0.05929690808979246,2
1838,MIN,AL,0.971,-4,2014,-10,-1.0,-7,-0.8,500000.0,Amateur Draft,0.213,0.253,0.253,0.506,44.0,L,1,0,0,0,0,1,2,0.10666666666666667,0.04,0.0,0.0,0.05333333333333334,0.05063291139240506,1,-13,0.006289308176100629,0.0,2
1839,ATL,NL,0.997,23,2014,33,3.5,53,5.5,4500000.0,Amateur Draft,0.271,0.351,0.384,0.735,109.0,L,0,0,0,0,0,1,1,0.12914485165794065,0.04537521815008726,0.005235602094240838,0.019197207678883072,0.1012216404886562,0.10323574730354391,16,-31,0.0007593014426727411,0.0015186028853454822,1
1840,MIN,AL,0.989,-1,2014,-4,-0.4,4,0.4,507500.0,Amateur Draft,0.215,0.341,0.274,0.615,76.0,S,0,0,0,0,0,1,1,0.11827956989247312,0.043010752688172046,0.0,0.005376344086021506,0.0967741935483871,0.16,1,-20,0.003787878787878788,0.003787878787878788,2
1841,ARI,NL,0.988,-8,2014,-22,-2.7,-4,-0.9,11000000.0,Traded,0.244,0.287,0.367,0.654,81.0,R,0,0,1,1,0,0,2,0.10379241516966067,0.05189620758483034,0.005988023952095809,0.01996007984031936,0.11976047904191617,0.051756007393715345,1,-64,0.006468903058867019,0.06468903058867019,2
1842,HOU,AL,0.974,6,2014,-6,-0.7,-2,-0.2,502900.0,Traded,0.172,0.23,0.287,0.517,46.0,R,0,0,0,0,0,1,1,0.09836065573770492,0.040983606557377046,0.0,0.02459016393442623,0.09016393442622951,0.07352941176470588,0,-21,0.006095702529716549,0.0,2
1843,DET,AL,0.981,-7,2014,-10,-1.0,-4,-0.5,502000.0,Amateur Draft,0.231,0.266,0.276,0.542,54.0,R,1,0,0,0,0,0,1,0.08974358974358974,0.03205128205128205,0.00641025641025641,0.0,0.09615384615384616,0.04678362573099415,0,-29,0.01771703366236396,0.005062009617818273,2
1844,STL,NL,0.972,-3,2014,12,1.2,34,3.3,17000000.0,Free Agency,0.272,0.37,0.441,0.811,127.0,R,0,0,0,0,0,1,1,0.1445993031358885,0.06445993031358885,0.0,0.03484320557491289,0.156794425087108,0.11094452773613193,3,-26,0.005467895641306046,0.0007811279487580066,3
1845,KCR,AL,0.991,3,2014,-11,-1.1,8,0.8,3600000.0,Amateur Draft,0.27,0.318,0.398,0.716,99.0,L,0,1,0,0,0,0,1,0.1073558648111332,0.06958250497017893,0.0019880715705765406,0.017892644135188866,0.11530815109343936,0.06398537477148081,2,-58,0.008919015340706386,0.07581163039600428,2
1846,PHI,NL,0.993,-12,2014,-28,-3.4,-7,-1.3,25000000.0,Amateur Draft,0.223,0.31,0.38,0.69,92.0,L,0,1,0,0,0,0,1,0.11423550087873462,0.03163444639718805,0.0017574692442882249,0.040421792618629174,0.16695957820738136,0.10339506172839506,0,-123,0.007165034631000717,0.08199984077700821,2
1847,MULTIPLE,MLB,0.996,-2,2014,-5,-0.6,3,0.2,4000000.0,Traded,0.243,0.273,0.358,0.631,77.0,R,1,0,0,0,0,0,1,0.08256880733944955,0.03211009174311927,0.0,0.027522935779816515,0.10091743119266056,0.04291845493562232,1,-53,0.003937007874015748,0.011811023622047244,2
1848,DET,AL,0.978,-15,2014,-12,-1.1,9,0.9,14000000.0,Free Agency,0.286,0.319,0.446,0.765,114.0,R,0,0,0,0,0,1,1,0.12932604735883424,0.060109289617486336,0.0036429872495446266,0.030965391621129327,0.151183970856102,0.03924914675767918,1,-66,0.004488330341113106,0.0008976660682226212,3
1849,LAA,AL,0.997,-15,2014,8,1.0,21,2.3,4975000.0,Traded,0.252,0.373,0.392,0.765,123.0,R,1,0,0,0,0,0,1,0.13398692810457516,0.0718954248366013,0.0,0.02287581699346405,0.14052287581699346,0.1447721179624665,3,-37,0.0023949227637408694,0.005987306909352173,3
1850,MULTIPLE,AL,0.989,-1,2014,-18,-1.9,-8,-0.9,2750000.0,Free Agency,0.167,0.264,0.285,0.549,58.0,L,0,1,0,0,0,1,2,0.09349593495934959,0.032520325203252036,0.012195121951219513,0.02032520325203252,0.10569105691056911,0.11785714285714285,1,-26,0.004629629629629629,0.018518518518518517,2
1851,KCR,AL,0.978,-2,2014,-16,-1.6,5,0.5,5000000.0,Free Agency,0.252,0.295,0.337,0.632,76.0,R,0,0,1,0,0,0,1,0.0946969696969697,0.03977272727272727,0.005681818181818182,0.011363636363636364,0.125,0.057391304347826085,6,-35,0.009401709401709401,0.05726495726495726,2
1852,TOR,AL,1.0,0,2014,0,0.0,1,0.1,3000000.0,Free Agency,0.286,0.324,0.314,0.639,83.0,S,0,0,1,0,0,0,1,0.08571428571428572,0.02857142857142857,0.0,0.0,0.02857142857142857,0.05263157894736842,1,-2,0.0,0.10376134889753567,2
1853,MULTIPLE,AL,0.985,-3,2014,-9,-0.7,15,1.5,6000000.0,Traded,0.256,0.308,0.347,0.655,87.0,R,0,0,0,0,0,1,1,0.11892797319932999,0.05025125628140704,0.010050251256281407,0.006700167504187605,0.07872696817420435,0.07164634146341463,14,-97,0.004524886877828055,0.0015082956259426848,2
1854,OAK,AL,0.997,-6,2014,5,0.7,17,1.9,2300000.0,Traded,0.264,0.337,0.43,0.767,118.0,L,1,0,0,0,0,0,1,0.13680781758957655,0.05863192182410423,0.009771986970684038,0.029315960912052116,0.13029315960912052,0.08139534883720931,2,-32,0.0025575447570332483,0.0,3
1855,STL,NL,0.992,6,2014,14,1.4,29,2.9,3250000.0,Amateur Draft,0.303,0.372,0.378,0.75,112.0,L,0,0,0,0,0,1,1,0.12590799031476999,0.0387409200968523,0.007263922518159807,0.007263922518159807,0.11138014527845036,0.05982905982905983,3,-50,0.002026137169486374,0.0,3
1856,TBR,AL,1.0,3,2014,11,1.4,30,3.2,517000.0,Amateur Draft,0.244,0.319,0.378,0.697,100.0,R,0,0,0,0,0,1,1,0.1336116910229645,0.06263048016701461,0.0041753653444676405,0.020876826722338204,0.07515657620041753,0.08671586715867159,9,-61,0.0,0.0,3
1857,NYY,AL,0.973,-21,2014,-29,-2.9,-6,-0.7,12000000.0,Free Agency,0.256,0.304,0.313,0.617,76.0,R,0,0,0,0,1,0,1,0.08089500860585198,0.03270223752151463,0.0017211703958691911,0.0068846815834767644,0.08605851979345955,0.055205047318611984,8,-52,0.009665231526227924,0.04217555575081276,2
1858,ATL,NL,0.978,-7,2014,-20,-2.4,0,-0.5,4750000.0,Traded,0.263,0.292,0.361,0.653,84.0,R,0,1,0,1,0,0,2,0.07388316151202749,0.04639175257731959,0.0,0.01718213058419244,0.09965635738831616,0.03764320785597381,6,-136,0.004548211036992116,0.01364463311097635,2
1859,CLE,AL,0.889,-1,2014,-4,-0.4,-3,-0.4,930000.0,Free Agency,0.105,0.105,0.211,0.316,-14.0,S,0,0,1,1,0,1,3,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0,-7,0.044444444444444446,0.044444444444444446,0
1860,MULTIPLE,AL,0.969,-3,2014,-10,-1.0,0,0.0,3000000.0,Traded,0.215,0.296,0.362,0.659,86.0,L,0,1,1,1,0,1,4,0.10943396226415095,0.052830188679245285,0.007547169811320755,0.026415094339622643,0.1018867924528302,0.09764309764309764,0,-42,0.01669195751138088,0.02276176024279211,2
1861,MIA,NL,0.979,-1,2014,-9,-1.0,-2,-0.4,1000000.0,Free Agency,0.235,0.266,0.348,0.614,71.0,R,0,0,0,0,0,1,1,0.12834224598930483,0.08021390374331551,0.0,0.0106951871657754,0.13368983957219252,0.004975124378109453,-1,-36,0.00423728813559322,0.00423728813559322,2
1862,BAL,AL,0.984,3,2014,20,2.4,44,4.8,13000000.0,Traded,0.281,0.311,0.469,0.78,115.0,R,0,0,0,0,0,1,1,0.13664596273291926,0.046583850931677016,0.003105590062111801,0.04503105590062112,0.14906832298136646,0.02785923753665689,6,-114,0.004385644324245304,0.002192822162122652,1
1863,MIA,NL,0.988,-5,2014,-18,-2.2,0,-0.5,2750000.0,Free Agency,0.246,0.309,0.411,0.72,101.0,L,0,1,0,0,0,1,2,0.11895161290322581,0.06653225806451613,0.004032258064516129,0.03024193548387097,0.10685483870967742,0.08409506398537477,-1,-70,0.011402508551881414,0.0903429523725989,2
1864,TBR,AL,0.982,2,2014,-4,-0.3,14,1.5,3700000.0,Traded,0.254,0.349,0.383,0.732,111.0,L,0,0,0,0,0,1,1,0.12200956937799043,0.05502392344497608,0.004784688995215311,0.0215311004784689,0.12440191387559808,0.1257606490872211,-3,-49,0.00411522633744856,0.0013717421124828531,3
1865,CHC,NL,0.982,-6,2014,-9,-1.1,-5,-0.7,550000.0,Free Agency,0.248,0.295,0.347,0.642,78.0,L,0,0,0,0,0,1,1,0.10743801652892562,0.03305785123966942,0.03305785123966942,0.0,0.04132231404958678,0.06153846153846154,1,-20,0.004217629692113032,0.0,2
1866,DET,AL,0.988,-3,2014,-11,-1.2,-4,-0.5,1000000.0,Free Agency,0.245,0.332,0.288,0.62,78.0,L,0,1,1,1,0,1,4,0.147239263803681,0.03067484662576687,0.006134969325153374,0.0,0.04294478527607362,0.10810810810810811,5,-9,0.004864996351252736,0.031622476283142784,2
1867,LAD,NL,0.971,-23,2014,-5,-0.7,15,1.2,21000000.0,Amateur Draft,0.287,0.346,0.506,0.852,140.0,R,0,0,0,0,0,1,1,0.1423290203327172,0.07024029574861368,0.005545286506469501,0.04621072088724584,0.1645101663585952,0.08681135225375626,3,-93,0.005856760374832664,0.0016733601070950468,3
1868,LAA,AL,0.984,13,2014,32,3.8,56,6.1,9350000.0,Amateur Draft,0.293,0.347,0.397,0.744,116.0,R,0,0,1,0,0,0,1,0.13776337115072934,0.05348460291734198,0.008103727714748784,0.011345218800648298,0.12155591572123177,0.0712166172106825,9,-62,0.007936507936507936,0.05988455988455989,1
1869,DET,AL,0.988,14,2014,23,2.8,47,5.1,16000000.0,Traded,0.275,0.307,0.42,0.727,103.0,R,0,0,1,0,0,0,1,0.14619883040935672,0.05847953216374269,0.005847953216374269,0.024853801169590642,0.13450292397660818,0.03994490358126722,11,-50,0.006364922206506365,0.07142857142857142,1
1870,CLE,AL,0.989,-9,2014,-13,-1.3,7,0.7,2166666.0,Amateur Draft,0.24,0.31,0.33,0.64,80.0,L,0,0,1,0,0,0,1,0.122,0.05,0.002,0.012,0.082,0.09009009009009009,19,-50,0.005581395348837209,0.0586046511627907,2
1871,WSN,NL,1.0,0,2014,-1,-0.1,0,0.0,501000.0,Rule 5 returned,0.0,0.25,0.0,0.25,-23.0,R,0,0,1,0,0,0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.19047619047619047,0
1872,CHW,AL,1.0,3,2014,-14,-1.5,-6,-0.7,2500000.0,Free Agency,0.207,0.254,0.317,0.572,64.0,R,0,1,0,0,0,0,1,0.07211538461538461,0.038461538461538464,0.0,0.02403846153846154,0.10576923076923077,0.044642857142857144,0,-41,0.0,0.1365374112506827,2
1873,STL,NL,1.0,-1,2014,1,0.1,2,0.2,518000.0,Amateur Draft,0.304,0.385,0.435,0.819,130.0,R,0,0,1,0,1,0,2,0.17391304347826086,0.13043478260869565,0.0,0.0,0.0,0.11538461538461539,0,-1,0.0,0.1111111111111111,3
1874,MULTIPLE,AL,1.0,4,2014,-1,-0.1,3,0.3,510200.0,Traded,0.218,0.243,0.391,0.634,76.0,R,1,0,0,0,0,0,1,0.10909090909090909,0.03636363636363636,0.0,0.045454545454545456,0.11818181818181818,0.034782608695652174,0,-18,0.0,0.008888888888888889,2
1875,HOU,AL,0.988,2,2014,-10,-1.0,-2,-0.3,502300.0,Traded,0.194,0.279,0.323,0.601,71.0,L,0,1,0,0,0,1,2,0.08602150537634409,0.03225806451612903,0.0,0.03225806451612903,0.11290322580645161,0.10096153846153846,0,-33,0.009945300845350571,0.062158130283441075,2
1876,MIN,AL,1.0,-10,2014,-18,-1.9,-12,-1.3,2000000.0,Free Agency,0.224,0.313,0.295,0.607,73.0,L,0,0,0,0,0,1,1,0.07692307692307693,0.038461538461538464,0.00641025641025641,0.00641025641025641,0.08333333333333333,0.10795454545454546,1,-40,0.0,0.0,2
1877,NYM,NL,0.984,25,2014,34,3.7,49,5.2,506636.0,Amateur Free Agent,0.281,0.321,0.382,0.703,102.0,R,0,0,0,0,0,1,1,0.11057692307692307,0.057692307692307696,0.007211538461538462,0.009615384615384616,0.11298076923076923,0.04424778761061947,9,-67,0.005291005291005291,0.0,1
1878,ATL,NL,0.995,-6,2014,-8,-1.0,-3,-0.5,1500000.0,Free Agency,0.204,0.275,0.257,0.532,52.0,R,1,0,0,0,0,0,1,0.07894736842105263,0.05263157894736842,0.0,0.0,0.06578947368421052,0.08383233532934131,0,-19,0.005302226935312832,0.010604453870625663,2
1879,CHC,NL,0.955,-4,2014,-19,-2.3,-9,-1.3,502500.0,Amateur Free Agent,0.211,0.246,0.351,0.597,64.0,R,0,0,0,0,0,1,1,0.09740259740259741,0.032467532467532464,0.00974025974025974,0.02922077922077922,0.08116883116883117,0.04294478527607362,4,-96,0.01105495893872394,0.0015792798483891344,2
1880,WSN,NL,0.994,1,2014,7,0.6,26,2.4,12000000.0,Free Agency,0.259,0.362,0.455,0.817,124.0,L,0,1,0,0,0,0,1,0.14777327935222673,0.038461538461538464,0.0,0.05263157894736842,0.1862348178137652,0.13993174061433447,3,-26,0.005833333333333334,0.08416666666666667,3
1881,BOS,AL,1.0,0,2014,-3,-0.3,-3,-0.3,510000.0,Amateur Draft,0.0,0.0,0.0,0.0,-100.0,R,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,-3,0.0,0.0,0
1882,TOR,AL,0.984,6,2014,11,1.3,21,2.3,516100.0,Traded,0.247,0.301,0.421,0.722,103.0,R,0,0,1,1,0,0,2,0.10424710424710425,0.03474903474903475,0.0,0.04633204633204633,0.14671814671814673,0.05673758865248227,0,-33,0.006711409395973154,0.04865771812080537,3
1883,COL,NL,0.991,10,2014,-7,-0.9,11,0.8,501000.0,Traded,0.267,0.315,0.348,0.663,75.0,R,0,1,1,1,1,0,4,0.1194331983805668,0.030364372469635626,0.010121457489878543,0.010121457489878543,0.08502024291497975,0.06133828996282528,0,-64,0.004918032786885246,0.08114754098360656,2
1884,WSN,NL,0.994,3,2014,-1,-0.1,1,0.1,501000.0,Amateur Free Agent,0.156,0.229,0.219,0.447,25.0,S,1,0,0,0,0,0,1,0.109375,0.015625,0.0,0.015625,0.046875,0.08571428571428572,0,-14,0.006369426751592357,0.006369426751592357,0
1885,TOR,AL,0.992,-1,2014,9,1.1,20,2.2,7000000.0,Amateur Draft,0.321,0.381,0.479,0.86,143.0,L,0,1,0,0,0,0,1,0.1310344827586207,0.08275862068965517,0.006896551724137931,0.020689655172413793,0.13793103448275862,0.0880503144654088,0,-20,0.008149959250203748,0.11138277641945123,3
1886,WSN,NL,0.996,7,2014,1,0.0,8,0.7,900000.0,Traded,0.234,0.287,0.304,0.591,64.0,S,1,0,0,0,0,0,1,0.08411214953271028,0.04205607476635514,0.0,0.009345794392523364,0.056074766355140186,0.06521739130434782,0,-46,0.0037160906726124115,0.005574136008918617,2
